Borda count

Preference Schedule:
Voter 1: Sayan, Jayadev, Vishal, Vishesh, Hardeep, Aditya, Somy, Govind, Sachin, Amrish
Voter 9361: Aditya, Sayan, Jayadev, Govind, Vishal, Sachin, Somy, Amrish, Hardeep, Vishesh
Voter 9362: Somy, Govind, Sachin, Vishesh, Aditya, Sayan, Amrish, Jayadev, Hardeep, Vishal
Voter 9363: Aditya, Sachin, Vishesh, Hardeep, Amrish, Somy, Govind, Vishal, Sayan, Jayadev
Voter 9364: Amrish, Sachin, Vishesh, Govind, Somy, Sayan, Jayadev, Hardeep, Aditya, Vishal
Voter 9365: Sachin, Aditya, Amrish, Hardeep, Somy, Vishesh, Jayadev, Govind, Sayan, Vishal
Voter 9366: Jayadev, Sayan, Aditya, Govind, Amrish, Hardeep, Vishesh, Vishal, Sachin, Somy
Voter 9367: Jayadev, Hardeep, Sayan, Somy, Vishal, Amrish, Govind, Sachin, Aditya, Vishesh
Voter 9368: Vishesh, Vishal, Jayadev, Sachin, Hardeep, Sayan, Amrish, Somy, Govind, Aditya
Voter 9369: Vishesh, Sachin, Hardeep, Somy, Vishal, Sayan, Amrish, Aditya, Jayadev, Govind
Voter 9370: Vishesh, Jayadev, Somy, Govind, Sayan, Aditya, Sachin, Amrish, Hardeep, Vishal
Voter 9371: Govind, Vishesh, Aditya, Jayadev, Somy, Amrish, Sayan, Vishal, Sachin, Hardeep
Voter 9372: Aditya, Sayan, Amrish, Somy, Jayadev, Govind, Sachin, Hardeep, Vishal, Vishesh
Voter 9373: Vishal, Hardeep, Amrish, Sachin, Aditya, Govind, Somy, Jayadev, Sayan, Vishesh
Voter 9374: Sayan, Vishesh, Amrish, Hardeep, Somy, Sachin, Jayadev, Govind, Vishal, Aditya
Voter 9375: Sayan, Sachin, Hardeep, Vishesh, Vishal, Jayadev, Govind, Aditya, Amrish, Somy
Voter 9376: Sayan, Jayadev, Amrish, Sachin, Aditya, Vishal, Vishesh, Hardeep, Somy, Govind
Voter 9377: Sayan, Vishesh, Govind, Sachin, Hardeep, Vishal, Jayadev, Aditya, Amrish, Somy
Voter 9378: Amrish, Jayadev, Sachin, Vishesh, Sayan, Govind, Hardeep, Aditya, Somy, Vishal
Voter 9379: Sachin, Vishal, Jayadev, Govind, Hardeep, Aditya, Sayan, Somy, Vishesh, Amrish
Voter 9380: Vishesh, Vishal, Govind, Amrish, Aditya, Somy, Hardeep, Sachin, Sayan, Jayadev
Voter 9381: Vishesh, Vishal, Jayadev, Govind, Sayan, Hardeep, Amrish, Sachin, Somy, Aditya
Voter 9382: Govind, Jayadev, Hardeep, Vishesh, Aditya, Amrish, Somy, Vishal, Sachin, Sayan
Voter 9383: Sayan, Vishal, Amrish, Sachin, Aditya, Jayadev, Govind, Hardeep, Somy, Vishesh
Voter 9384: Sayan, Jayadev, Vishal, Aditya, Sachin, Hardeep, Amrish, Vishesh, Somy, Govind
Voter 9385: Vishesh, Govind, Aditya, Sayan, Sachin, Amrish, Hardeep, Jayadev, Somy, Vishal
Voter 9386: Sayan, Somy, Aditya, Vishesh, Hardeep, Sachin, Jayadev, Amrish, Govind, Vishal
Voter 9387: Govind, Aditya, Sayan, Vishal, Vishesh, Somy, Sachin, Amrish, Jayadev, Hardeep
Voter 9388: Amrish, Vishesh, Somy, Sayan, Jayadev, Govind, Hardeep, Vishal, Sachin, Aditya
Voter 9389: Vishal, Aditya, Sachin, Jayadev, Hardeep, Vishesh, Govind, Somy, Amrish, Sayan
Voter 9390: Sachin, Somy, Govind, Vishal, Aditya, Sayan, Vishesh, Amrish, Hardeep, Jayadev
Voter 9391: Vishal, Somy, Govind, Vishesh, Jayadev, Sayan, Sachin, Hardeep, Aditya, Amrish
Voter 9392: Vishal, Somy, Sayan, Jayadev, Sachin, Hardeep, Govind, Aditya, Vishesh, Amrish
Voter 9393: Amrish, Jayadev, Govind, Vishesh, Hardeep, Sayan, Vishal, Somy, Sachin, Aditya
Voter 9394: Vishal, Amrish, Somy, Hardeep, Sayan, Jayadev, Sachin, Vishesh, Govind, Aditya
Voter 9395: Somy, Vishesh, Hardeep, Sachin, Govind, Jayadev, Amrish, Vishal, Sayan, Aditya
Voter 9396: Vishal, Hardeep, Amrish, Vishesh, Aditya, Sayan, Somy, Govind, Jayadev, Sachin
Voter 9397: Govind, Vishal, Sachin, Somy, Sayan, Hardeep, Jayadev, Amrish, Aditya, Vishesh
Voter 9398: Hardeep, Sachin, Govind, Vishal, Amrish, Sayan, Aditya, Jayadev, Somy, Vishesh
Voter 9399: Sayan, Govind, Jayadev, Aditya, Vishal, Somy, Sachin, Hardeep, Vishesh, Amrish
Voter 9400: Vishesh, Vishal, Amrish, Jayadev, Govind, Sachin, Somy, Aditya, Sayan, Hardeep
Voter 9401: Somy, Hardeep, Aditya, Vishesh, Vishal, Sayan, Sachin, Amrish, Jayadev, Govind
Voter 9402: Somy, Sayan, Jayadev, Hardeep, Govind, Aditya, Amrish, Sachin, Vishesh, Vishal
Voter 9403: Amrish, Sachin, Aditya, Somy, Vishesh, Sayan, Govind, Vishal, Jayadev, Hardeep
Voter 9404: Sachin, Vishesh, Vishal, Jayadev, Govind, Somy, Hardeep, Aditya, Sayan, Amrish
Voter 9405: Govind, Hardeep, Sayan, Somy, Jayadev, Vishal, Amrish, Sachin, Vishesh, Aditya
Voter 9406: Somy, Vishal, Amrish, Sayan, Jayadev, Sachin, Vishesh, Hardeep, Govind, Aditya
Voter 9407: Somy, Sachin, Vishal, Hardeep, Aditya, Amrish, Sayan, Vishesh, Govind, Jayadev
Voter 9408: Sachin, Jayadev, Govind, Hardeep, Somy, Vishesh, Amrish, Vishal, Sayan, Aditya
Voter 9409: Vishal, Govind, Aditya, Jayadev, Amrish, Hardeep, Sachin, Vishesh, Somy, Sayan
Voter 9410: Aditya, Somy, Jayadev, Vishesh, Sayan, Sachin, Govind, Vishal, Hardeep, Amrish
Voter 9411: Vishesh, Somy, Hardeep, Sachin, Aditya, Govind, Sayan, Jayadev, Vishal, Amrish
Voter 9412: Aditya, Sayan, Hardeep, Somy, Amrish, Sachin, Vishal, Vishesh, Govind, Jayadev
Voter 9413: Amrish, Jayadev, Govind, Vishal, Somy, Sachin, Vishesh, Hardeep, Aditya, Sayan
Voter 9414: Somy, Jayadev, Govind, Hardeep, Vishesh, Amrish, Vishal, Sachin, Sayan, Aditya
Voter 9415: Sayan, Vishesh, Hardeep, Vishal, Govind, Aditya, Jayadev, Amrish, Somy, Sachin
Voter 9416: Aditya, Somy, Vishal, Sachin, Vishesh, Hardeep, Govind, Sayan, Amrish, Jayadev
Voter 9417: Govind, Jayadev, Somy, Sayan, Vishal, Aditya, Sachin, Hardeep, Vishesh, Amrish
Voter 9418: Vishesh, Somy, Vishal, Jayadev, Amrish, Aditya, Hardeep, Sachin, Govind, Sayan
Voter 9419: Somy, Govind, Jayadev, Sachin, Aditya, Amrish, Vishesh, Hardeep, Vishal, Sayan
Voter 9420: Aditya, Amrish, Sachin, Vishal, Jayadev, Somy, Sayan, Govind, Vishesh, Hardeep
Voter 9421: Somy, Jayadev, Hardeep, Vishesh, Sayan, Govind, Sachin, Vishal, Amrish, Aditya
Voter 9422: Vishal, Sachin, Amrish, Jayadev, Govind, Vishesh, Aditya, Hardeep, Sayan, Somy
Voter 9423: Hardeep, Sayan, Somy, Amrish, Jayadev, Aditya, Vishal, Govind, Vishesh, Sachin
Voter 9424: Vishesh, Aditya, Somy, Amrish, Govind, Sachin, Hardeep, Vishal, Sayan, Jayadev
Voter 9425: Jayadev, Sayan, Aditya, Vishesh, Govind, Sachin, Amrish, Somy, Vishal, Hardeep
Voter 9426: Sachin, Vishesh, Sayan, Hardeep, Amrish, Vishal, Somy, Jayadev, Govind, Aditya
Voter 9427: Govind, Amrish, Sachin, Sayan, Vishesh, Vishal, Somy, Hardeep, Jayadev, Aditya
Voter 9428: Vishesh, Hardeep, Jayadev, Govind, Sayan, Amrish, Sachin, Somy, Vishal, Aditya
Voter 9429: Hardeep, Vishal, Aditya, Amrish, Govind, Vishesh, Sayan, Sachin, Jayadev, Somy
Voter 9430: Vishesh, Somy, Aditya, Govind, Vishal, Sayan, Hardeep, Sachin, Jayadev, Amrish
Voter 9431: Jayadev, Amrish, Aditya, Vishesh, Vishal, Sayan, Somy, Sachin, Hardeep, Govind
Voter 9432: Amrish, Sayan, Jayadev, Hardeep, Vishesh, Aditya, Vishal, Sachin, Govind, Somy
Voter 9433: Sachin, Vishesh, Somy, Jayadev, Sayan, Aditya, Amrish, Vishal, Govind, Hardeep
Voter 9434: Somy, Jayadev, Amrish, Vishesh, Sachin, Aditya, Govind, Sayan, Vishal, Hardeep
Voter 9435: Aditya, Amrish, Hardeep, Sachin, Govind, Sayan, Somy, Jayadev, Vishesh, Vishal
Voter 9436: Amrish, Vishal, Somy, Hardeep, Vishesh, Jayadev, Govind, Aditya, Sachin, Sayan
Voter 9437: Jayadev, Hardeep, Amrish, Somy, Vishal, Sachin, Sayan, Aditya, Govind, Vishesh
Voter 9438: Sayan, Vishesh, Somy, Govind, Vishal, Amrish, Jayadev, Hardeep, Sachin, Aditya
Voter 9439: Govind, Sayan, Vishesh, Hardeep, Amrish, Sachin, Jayadev, Aditya, Somy, Vishal
Voter 9440: Vishal, Vishesh, Sayan, Hardeep, Aditya, Jayadev, Amrish, Somy, Govind, Sachin
Voter 9441: Vishal, Vishesh, Amrish, Somy, Sayan, Jayadev, Aditya, Sachin, Govind, Hardeep
Voter 9442: Somy, Sachin, Govind, Sayan, Jayadev, Vishal, Amrish, Vishesh, Aditya, Hardeep
Voter 9443: Sayan, Govind, Sachin, Vishesh, Jayadev, Aditya, Vishal, Somy, Amrish, Hardeep
Voter 9444: Vishal, Sachin, Amrish, Vishesh, Hardeep, Govind, Somy, Jayadev, Aditya, Sayan
Voter 9445: Govind, Vishal, Sayan, Hardeep, Aditya, Jayadev, Amrish, Somy, Sachin, Vishesh
Voter 9446: Vishesh, Sachin, Amrish, Sayan, Govind, Vishal, Hardeep, Jayadev, Aditya, Somy
Voter 9447: Sayan, Sachin, Somy, Jayadev, Vishesh, Amrish, Aditya, Hardeep, Vishal, Govind
Voter 9448: Amrish, Somy, Vishesh, Jayadev, Sachin, Vishal, Govind, Hardeep, Aditya, Sayan
Voter 9449: Govind, Vishesh, Aditya, Sachin, Hardeep, Somy, Amrish, Sayan, Vishal, Jayadev
Voter 9450: Amrish, Sayan, Vishal, Govind, Somy, Hardeep, Vishesh, Sachin, Aditya, Jayadev
Voter 9451: Somy, Amrish, Aditya, Sayan, Govind, Vishal, Sachin, Jayadev, Vishesh, Hardeep
Voter 9452: Vishesh, Somy, Vishal, Jayadev, Aditya, Hardeep, Sayan, Sachin, Amrish, Govind
Voter 9453: Somy, Sayan, Jayadev, Vishesh, Hardeep, Amrish, Aditya, Vishal, Sachin, Govind
Voter 9454: Govind, Sachin, Sayan, Hardeep, Jayadev, Somy, Aditya, Vishal, Vishesh, Amrish
Voter 9455: Sayan, Jayadev, Vishal, Govind, Aditya, Vishesh, Somy, Amrish, Hardeep, Sachin
Voter 9456: Jayadev, Vishal, Aditya, Govind, Vishesh, Somy, Amrish, Sayan, Hardeep, Sachin
Voter 9457: Vishal, Somy, Aditya, Jayadev, Hardeep, Sayan, Govind, Amrish, Sachin, Vishesh
Voter 9458: Jayadev, Amrish, Hardeep, Govind, Sayan, Aditya, Vishesh, Somy, Vishal, Sachin
Voter 9459: Amrish, Sachin, Vishal, Hardeep, Vishesh, Govind, Sayan, Jayadev, Somy, Aditya
Voter 9460: Sayan, Vishal, Sachin, Jayadev, Govind, Amrish, Somy, Hardeep, Vishesh, Aditya
Voter 9461: Sayan, Amrish, Vishesh, Sachin, Aditya, Vishal, Govind, Somy, Hardeep, Jayadev
Voter 9462: Govind, Amrish, Aditya, Sachin, Somy, Sayan, Vishal, Jayadev, Hardeep, Vishesh
Voter 9463: Vishal, Sayan, Amrish, Sachin, Hardeep, Jayadev, Somy, Aditya, Govind, Vishesh
Voter 9464: Hardeep, Somy, Sayan, Aditya, Amrish, Vishesh, Sachin, Vishal, Jayadev, Govind
Voter 9465: Sayan, Somy, Govind, Jayadev, Amrish, Aditya, Vishesh, Sachin, Vishal, Hardeep
Voter 9466: Aditya, Somy, Sayan, Vishesh, Govind, Vishal, Jayadev, Amrish, Sachin, Hardeep
Voter 9467: Amrish, Jayadev, Govind, Sachin, Somy, Vishesh, Aditya, Hardeep, Sayan, Vishal
Voter 9468: Sayan, Amrish, Aditya, Jayadev, Vishesh, Govind, Sachin, Vishal, Hardeep, Somy
Voter 9469: Aditya, Govind, Jayadev, Sachin, Vishal, Sayan, Hardeep, Amrish, Somy, Vishesh
Voter 9470: Jayadev, Somy, Vishal, Sayan, Sachin, Hardeep, Govind, Vishesh, Aditya, Amrish
Voter 9471: Vishal, Somy, Hardeep, Sayan, Sachin, Jayadev, Aditya, Vishesh, Amrish, Govind
Voter 9472: Sachin, Somy, Govind, Hardeep, Vishesh, Sayan, Amrish, Jayadev, Aditya, Vishal
Voter 9473: Jayadev, Govind, Sayan, Vishesh, Vishal, Somy, Aditya, Hardeep, Sachin, Amrish
Voter 9474: Sachin, Somy, Govind, Aditya, Hardeep, Sayan, Jayadev, Vishesh, Vishal, Amrish
Voter 9475: Hardeep, Sachin, Govind, Sayan, Somy, Amrish, Vishesh, Vishal, Aditya, Jayadev
Voter 9476: Amrish, Aditya, Govind, Sayan, Vishesh, Somy, Jayadev, Hardeep, Sachin, Vishal
Voter 9477: Jayadev, Amrish, Govind, Aditya, Sachin, Vishal, Hardeep, Somy, Vishesh, Sayan
Voter 9478: Amrish, Sachin, Aditya, Somy, Vishal, Jayadev, Vishesh, Hardeep, Govind, Sayan
Voter 9479: Sachin, Vishal, Govind, Hardeep, Somy, Amrish, Aditya, Sayan, Jayadev, Vishesh
Voter 9480: Vishal, Sayan, Govind, Sachin, Aditya, Jayadev, Hardeep, Somy, Amrish, Vishesh
Voter 9481: Hardeep, Somy, Amrish, Vishesh, Sachin, Aditya, Jayadev, Sayan, Govind, Vishal
Voter 9482: Jayadev, Vishal, Somy, Sayan, Vishesh, Aditya, Sachin, Hardeep, Govind, Amrish
Voter 9483: Jayadev, Somy, Vishesh, Sayan, Sachin, Govind, Amrish, Vishal, Aditya, Hardeep
Voter 9484: Amrish, Hardeep, Sayan, Sachin, Jayadev, Govind, Aditya, Somy, Vishesh, Vishal
Voter 9485: Jayadev, Aditya, Somy, Sayan, Govind, Vishesh, Hardeep, Sachin, Vishal, Amrish
Voter 9486: Jayadev, Sayan, Hardeep, Aditya, Amrish, Vishesh, Somy, Govind, Sachin, Vishal
Voter 9487: Sayan, Govind, Vishal, Hardeep, Jayadev, Aditya, Somy, Amrish, Sachin, Vishesh
Voter 9488: Sayan, Somy, Jayadev, Amrish, Govind, Sachin, Vishesh, Vishal, Aditya, Hardeep
Voter 9489: Vishal, Somy, Sachin, Sayan, Aditya, Amrish, Jayadev, Hardeep, Govind, Vishesh
Voter 9490: Sachin, Hardeep, Vishal, Sayan, Aditya, Govind, Vishesh, Jayadev, Somy, Amrish
Voter 9491: Amrish, Govind, Jayadev, Somy, Aditya, Sayan, Sachin, Hardeep, Vishesh, Vishal
Voter 9492: Aditya, Sachin, Hardeep, Vishal, Sayan, Amrish, Govind, Jayadev, Vishesh, Somy
Voter 9493: Aditya, Hardeep, Sayan, Amrish, Vishal, Sachin, Vishesh, Govind, Somy, Jayadev
Voter 9494: Jayadev, Govind, Sayan, Sachin, Hardeep, Amrish, Vishal, Somy, Aditya, Vishesh
Voter 9495: Aditya, Jayadev, Govind, Amrish, Sayan, Vishal, Somy, Vishesh, Sachin, Hardeep
Voter 9496: Sachin, Vishesh, Aditya, Govind, Somy, Vishal, Amrish, Jayadev, Sayan, Hardeep
Voter 9497: Sayan, Vishesh, Govind, Hardeep, Sachin, Aditya, Jayadev, Amrish, Somy, Vishal
Voter 9498: Aditya, Sayan, Amrish, Somy, Vishesh, Hardeep, Jayadev, Govind, Vishal, Sachin
Voter 9499: Amrish, Vishesh, Vishal, Aditya, Hardeep, Jayadev, Somy, Sayan, Sachin, Govind
Voter 9500: Amrish, Vishal, Hardeep, Jayadev, Sachin, Vishesh, Govind, Sayan, Somy, Aditya
Voter 9501: Jayadev, Sachin, Vishesh, Hardeep, Vishal, Somy, Govind, Sayan, Amrish, Aditya
Voter 9502: Vishesh, Vishal, Aditya, Sayan, Hardeep, Sachin, Govind, Jayadev, Amrish, Somy
Voter 9503: Sayan, Amrish, Hardeep, Sachin, Jayadev, Govind, Aditya, Vishesh, Somy, Vishal
Voter 9504: Sachin, Amrish, Govind, Hardeep, Vishal, Aditya, Vishesh, Sayan, Jayadev, Somy
Voter 9505: Vishal, Somy, Aditya, Sachin, Govind, Amrish, Vishesh, Hardeep, Jayadev, Sayan
Voter 9506: Somy, Sayan, Govind, Aditya, Vishesh, Jayadev, Amrish, Vishal, Hardeep, Sachin
Voter 9507: Hardeep, Aditya, Somy, Sayan, Vishesh, Vishal, Jayadev, Sachin, Amrish, Govind
Voter 9508: Govind, Sachin, Hardeep, Vishal, Jayadev, Aditya, Somy, Sayan, Vishesh, Amrish
Voter 9509: Jayadev, Somy, Aditya, Vishesh, Hardeep, Sachin, Sayan, Amrish, Govind, Vishal
Voter 9510: Vishesh, Jayadev, Vishal, Amrish, Somy, Govind, Hardeep, Sayan, Aditya, Sachin
Voter 9511: Sachin, Vishal, Govind, Somy, Amrish, Hardeep, Sayan, Vishesh, Jayadev, Aditya
Voter 9512: Jayadev, Vishal, Vishesh, Amrish, Sayan, Hardeep, Govind, Sachin, Somy, Aditya
Voter 9513: Jayadev, Aditya, Vishal, Govind, Amrish, Sayan, Sachin, Somy, Vishesh, Hardeep
Voter 9514: Sayan, Amrish, Aditya, Hardeep, Vishal, Govind, Jayadev, Vishesh, Somy, Sachin
Voter 9515: Sachin, Aditya, Vishal, Sayan, Vishesh, Hardeep, Somy, Jayadev, Amrish, Govind
Voter 9516: Govind, Amrish, Vishal, Somy, Sachin, Jayadev, Hardeep, Aditya, Vishesh, Sayan
Voter 9517: Govind, Sayan, Jayadev, Vishal, Aditya, Vishesh, Somy, Sachin, Hardeep, Amrish
Voter 9518: Sachin, Hardeep, Vishesh, Vishal, Somy, Govind, Aditya, Amrish, Jayadev, Sayan
Voter 9519: Vishal, Govind, Sachin, Hardeep, Vishesh, Jayadev, Somy, Aditya, Sayan, Amrish
Voter 9520: Somy, Vishal, Sayan, Hardeep, Govind, Sachin, Amrish, Vishesh, Aditya, Jayadev
Voter 9521: Sayan, Aditya, Sachin, Jayadev, Govind, Hardeep, Vishal, Somy, Amrish, Vishesh
Voter 9522: Aditya, Somy, Vishal, Amrish, Govind, Vishesh, Hardeep, Sayan, Jayadev, Sachin
Voter 9523: Vishesh, Sachin, Jayadev, Aditya, Govind, Hardeep, Somy, Amrish, Sayan, Vishal
Voter 9524: Hardeep, Vishesh, Jayadev, Govind, Sachin, Sayan, Somy, Amrish, Aditya, Vishal
Voter 9525: Amrish, Aditya, Jayadev, Somy, Sachin, Vishesh, Govind, Sayan, Vishal, Hardeep
Voter 9526: Jayadev, Sachin, Vishal, Somy, Sayan, Amrish, Hardeep, Vishesh, Govind, Aditya
Voter 9527: Jayadev, Somy, Vishal, Amrish, Govind, Aditya, Vishesh, Hardeep, Sayan, Sachin
Voter 9528: Hardeep, Sayan, Somy, Jayadev, Sachin, Aditya, Govind, Vishal, Amrish, Vishesh
Voter 9529: Somy, Vishal, Sachin, Amrish, Aditya, Govind, Jayadev, Sayan, Hardeep, Vishesh
Voter 9530: Vishesh, Jayadev, Hardeep, Aditya, Sayan, Somy, Sachin, Govind, Amrish, Vishal
Voter 9531: Jayadev, Govind, Vishal, Hardeep, Amrish, Aditya, Sachin, Somy, Sayan, Vishesh
Voter 9532: Sachin, Aditya, Somy, Jayadev, Vishal, Vishesh, Govind, Hardeep, Amrish, Sayan
Voter 9533: Hardeep, Aditya, Sayan, Amrish, Sachin, Govind, Jayadev, Vishesh, Somy, Vishal
Voter 9534: Vishal, Sachin, Govind, Hardeep, Vishesh, Jayadev, Amrish, Sayan, Somy, Aditya
Voter 9535: Amrish, Vishesh, Hardeep, Govind, Vishal, Aditya, Sachin, Somy, Jayadev, Sayan
Voter 9536: Sachin, Hardeep, Vishesh, Somy, Vishal, Jayadev, Aditya, Amrish, Govind, Sayan
Voter 9537: Hardeep, Sachin, Vishesh, Govind, Jayadev, Amrish, Aditya, Sayan, Somy, Vishal
Voter 9538: Jayadev, Govind, Hardeep, Amrish, Somy, Vishesh, Aditya, Vishal, Sayan, Sachin
Voter 9539: Hardeep, Aditya, Vishal, Sachin, Somy, Govind, Vishesh, Sayan, Amrish, Jayadev
Voter 9540: Sachin, Somy, Vishesh, Govind, Jayadev, Vishal, Hardeep, Aditya, Amrish, Sayan
Voter 9541: Govind, Amrish, Sachin, Vishal, Aditya, Jayadev, Vishesh, Sayan, Somy, Hardeep
Voter 9542: Vishal, Govind, Jayadev, Vishesh, Sayan, Aditya, Hardeep, Sachin, Amrish, Somy
Voter 9543: Amrish, Somy, Sachin, Aditya, Sayan, Hardeep, Vishesh, Vishal, Jayadev, Govind
Voter 9544: Vishesh, Sayan, Hardeep, Aditya, Somy, Govind, Amrish, Jayadev, Vishal, Sachin
Voter 9545: Amrish, Govind, Hardeep, Jayadev, Sachin, Vishesh, Somy, Sayan, Vishal, Aditya
Voter 9546: Amrish, Govind, Vishesh, Jayadev, Vishal, Hardeep, Somy, Aditya, Sachin, Sayan
Voter 9547: Jayadev, Govind, Vishesh, Sayan, Sachin, Amrish, Somy, Aditya, Hardeep, Vishal
Voter 9548: Somy, Jayadev, Sayan, Vishal, Govind, Sachin, Vishesh, Hardeep, Aditya, Amrish
Voter 9549: Amrish, Aditya, Vishesh, Vishal, Hardeep, Sachin, Somy, Sayan, Jayadev, Govind
Voter 9550: Amrish, Sayan, Aditya, Govind, Vishal, Vishesh, Hardeep, Sachin, Somy, Jayadev
Voter 9551: Vishesh, Sachin, Amrish, Somy, Govind, Vishal, Sayan, Hardeep, Aditya, Jayadev
Voter 9552: Hardeep, Amrish, Vishesh, Vishal, Jayadev, Aditya, Sachin, Govind, Sayan, Somy
Voter 9553: Hardeep, Jayadev, Somy, Govind, Sachin, Vishal, Vishesh, Sayan, Aditya, Amrish
Voter 9554: Aditya, Somy, Vishesh, Amrish, Sayan, Jayadev, Vishal, Govind, Sachin, Hardeep
Voter 9555: Somy, Amrish, Aditya, Sachin, Hardeep, Jayadev, Vishesh, Sayan, Govind, Vishal
Voter 9556: Jayadev, Govind, Aditya, Sachin, Vishesh, Amrish, Sayan, Somy, Hardeep, Vishal
Voter 9557: Aditya, Sachin, Vishesh, Jayadev, Sayan, Govind, Hardeep, Somy, Vishal, Amrish
Voter 9558: Hardeep, Sachin, Govind, Aditya, Vishal, Vishesh, Sayan, Amrish, Jayadev, Somy
Voter 9559: Sayan, Vishal, Jayadev, Hardeep, Sachin, Vishesh, Aditya, Govind, Amrish, Somy
Voter 9560: Vishal, Sayan, Aditya, Jayadev, Vishesh, Sachin, Somy, Hardeep, Amrish, Govind
Voter 9561: Sayan, Amrish, Somy, Vishesh, Vishal, Jayadev, Sachin, Hardeep, Aditya, Govind
Voter 9562: Govind, Vishesh, Hardeep, Somy, Aditya, Sachin, Amrish, Sayan, Jayadev, Vishal
Voter 9563: Vishesh, Sayan, Vishal, Sachin, Aditya, Somy, Amrish, Hardeep, Jayadev, Govind
Voter 9564: Hardeep, Vishal, Govind, Vishesh, Somy, Aditya, Jayadev, Sayan, Amrish, Sachin
Voter 9565: Aditya, Vishesh, Amrish, Jayadev, Govind, Somy, Vishal, Sachin, Hardeep, Sayan
Voter 9566: Somy, Govind, Aditya, Sachin, Hardeep, Sayan, Amrish, Vishal, Vishesh, Jayadev
Voter 9567: Govind, Amrish, Somy, Vishal, Hardeep, Aditya, Sachin, Vishesh, Sayan, Jayadev
Voter 9568: Amrish, Hardeep, Aditya, Vishesh, Somy, Jayadev, Sachin, Govind, Sayan, Vishal
Voter 9569: Jayadev, Sayan, Govind, Amrish, Hardeep, Vishal, Sachin, Aditya, Somy, Vishesh
Voter 9570: Govind, Vishesh, Amrish, Jayadev, Vishal, Somy, Aditya, Sachin, Sayan, Hardeep
Voter 9571: Hardeep, Sachin, Somy, Sayan, Govind, Aditya, Jayadev, Amrish, Vishesh, Vishal
Voter 9572: Sayan, Sachin, Aditya, Hardeep, Vishal, Govind, Jayadev, Vishesh, Amrish, Somy
Voter 9573: Sachin, Jayadev, Vishal, Hardeep, Aditya, Amrish, Vishesh, Somy, Sayan, Govind
Voter 9574: Somy, Hardeep, Sachin, Vishesh, Jayadev, Amrish, Vishal, Sayan, Aditya, Govind
Voter 9575: Sachin, Vishal, Hardeep, Aditya, Amrish, Sayan, Jayadev, Govind, Somy, Vishesh
Voter 9576: Jayadev, Vishal, Sayan, Hardeep, Somy, Vishesh, Sachin, Amrish, Govind, Aditya
Voter 9577: Vishal, Sayan, Somy, Vishesh, Govind, Hardeep, Jayadev, Amrish, Sachin, Aditya
Voter 9578: Sachin, Vishesh, Amrish, Govind, Sayan, Jayadev, Vishal, Somy, Hardeep, Aditya
Voter 9579: Aditya, Somy, Amrish, Sachin, Jayadev, Govind, Vishesh, Hardeep, Sayan, Vishal
Voter 9580: Aditya, Hardeep, Govind, Jayadev, Sayan, Amrish, Vishal, Somy, Sachin, Vishesh
Voter 9581: Hardeep, Somy, Aditya, Sayan, Vishesh, Amrish, Vishal, Govind, Sachin, Jayadev
Voter 9582: Aditya, Govind, Sachin, Vishesh, Amrish, Somy, Jayadev, Hardeep, Sayan, Vishal
Voter 9583: Amrish, Vishesh, Govind, Vishal, Sayan, Aditya, Sachin, Somy, Hardeep, Jayadev
Voter 9584: Somy, Sachin, Amrish, Hardeep, Govind, Vishesh, Aditya, Sayan, Vishal, Jayadev
Voter 9585: Vishal, Vishesh, Aditya, Sayan, Govind, Hardeep, Amrish, Sachin, Somy, Jayadev
Voter 9586: Somy, Jayadev, Amrish, Govind, Aditya, Sayan, Hardeep, Vishal, Vishesh, Sachin
Voter 9587: Sayan, Aditya, Vishesh, Jayadev, Hardeep, Amrish, Govind, Somy, Sachin, Vishal
Voter 9588: Amrish, Jayadev, Govind, Vishesh, Hardeep, Sayan, Somy, Sachin, Aditya, Vishal
Voter 9589: Hardeep, Somy, Aditya, Vishal, Amrish, Sayan, Jayadev, Sachin, Govind, Vishesh
Voter 9590: Jayadev, Sayan, Vishesh, Vishal, Sachin, Govind, Hardeep, Amrish, Aditya, Somy
Voter 9591: Sayan, Hardeep, Somy, Aditya, Vishesh, Sachin, Amrish, Govind, Vishal, Jayadev
Voter 9592: Somy, Aditya, Vishal, Hardeep, Amrish, Sayan, Vishesh, Sachin, Govind, Jayadev
Voter 9593: Somy, Sachin, Sayan, Govind, Hardeep, Vishal, Jayadev, Aditya, Vishesh, Amrish
Voter 9594: Sayan, Amrish, Govind, Jayadev, Vishesh, Sachin, Aditya, Somy, Vishal, Hardeep
Voter 9595: Vishesh, Sayan, Aditya, Amrish, Govind, Vishal, Hardeep, Sachin, Somy, Jayadev
Voter 9596: Aditya, Jayadev, Hardeep, Somy, Amrish, Vishal, Sayan, Sachin, Vishesh, Govind
Voter 9597: Govind, Amrish, Sachin, Aditya, Vishesh, Somy, Vishal, Hardeep, Sayan, Jayadev
Voter 9598: Somy, Vishesh, Jayadev, Hardeep, Govind, Sachin, Sayan, Amrish, Vishal, Aditya
Voter 9599: Vishesh, Vishal, Jayadev, Somy, Amrish, Aditya, Sachin, Hardeep, Govind, Sayan
Voter 9600: Sayan, Aditya, Jayadev, Amrish, Vishesh, Somy, Govind, Vishal, Sachin, Hardeep
